Selected,User ID,Vehicle Model,Time of Day,Battery Capacity (kWh),Energy Consumed (kWh),Charging Duration (hours),Charging Rate (kW),Charging Cost (USD),Distance Driven (since last charge) (km),Temperature (°C)
No,User_555,Hyundai Kona,Morning,85,64.6098,1.22689,3.99136,37.0808,116.177,17.1092
No,User_556,Hyundai Kona,Afternoon,50,12.5949,3.42048,13.2868,25.1386,67.6213,34.2477
No,User_557,Chevy Bolt,Evening,75,65.5974,1.02689,5.58731,2.34808,153.597,-9.26753
No,User_558,Hyundai Kona,Evening,50,8.11245,1.65246,37.2916,32.1288,286.343,-8.48344
No,User_559,Tesla Model 3,Evening,85,48.9611,2.96757,28.5995,12.3265,122.751,6.65901
No,User_560,BMW i3,Night,62,34.3829,2.52093,6.5582,22.8764,108.592,-9.8251
No,User_561,Tesla Model 3,Afternoon,50,52.5569,1.03896,37.5024,26.9228,49.5712,31.5288
No,User_562,Tesla Model 3,Afternoon,62,37.2303,1.31583,4.30264,24.6255,207.166,9.71481
No,User_563,Hyundai Kona,Morning,62,54.7849,1.83552,25.963,30.7923,204.71,26.5489
No,User_564,BMW i3,Afternoon,75,37.4267,2.35352,16.9801,5.46683,136.959,15.3562
No,User_565,BMW i3,Morning,85,28.0793,0.851949,25.5761,11.3361,145.799,27.9569
No,User_566,BMW i3,Afternoon,62,79.7878,1.44646,25.963,15.6766,286.573,1.14532
No,User_567,Chevy Bolt,Morning,85,75.6225,1.74728,16.7915,30.0546,214.719,38.1056
No,User_568,Hyundai Kona,Night,85,48.5785,3.58927,1.7223,22.0195,41.5791,28.4533
No,User_569,BMW i3,Afternoon,50,60.6375,1.75385,7.70307,14.5889,135.995,12.1689
No,User_570,Chevy Bolt,Evening,75,66.8511,2.58756,20.2711,38.7713,297.894,35.2255
No,User_571,Nissan Leaf,Morning,62,32.348,3.91468,15.1702,16.5235,254.044,11.6577
No,User_572,Nissan Leaf,Afternoon,47.0077,42.6429,0.948062,3.58199,19.0743,27.5752,8.72068
No,User_573,Chevy Bolt,Afternoon,15.4217,67.7059,3.92086,13.8605,33.8399,259.631,-2.73359
No,User_574,Chevy Bolt,Morning,91.2889,8.38369,2.00027,40.1779,11.6762,283.731,18.4069
No,User_575,Hyundai Kona,Afternoon,50,60.9398,1.81247,18.8794,30.0556,88.2556,1.89549
No,User_576,Hyundai Kona,Evening,100,42.6429,0.563699,21.4577,15.0891,61.6833,16.3399
No,User_577,Nissan Leaf,Morning,85,42.6429,0.421841,13.14,19.9538,55.8357,23.1742
No,User_578,BMW i3,Morning,85,7.60371,0.807193,25.963,5.58471,87.8556,0.210771
No,User_579,Nissan Leaf,Morning,85,70.5366,2.48415,42.0958,19.8071,173.212,30.2748
No,User_580,BMW i3,Morning,100,73.3159,2.89699,23.9735,18.388,86.3845,17.7387
No,User_581,BMW i3,Morning,50,62.8679,2.92318,15.49,10.0109,112.922,1.90174
No,User_582,Hyundai Kona,Evening,100,14.3552,1.7663,47.8049,35.2466,274.799,21.9763
No,User_583,Tesla Model 3,Morning,85,74.7897,1.87986,21.1084,10.3423,260.004,32.7459
No,User_584,Tesla Model 3,Evening,75,41.9808,1.73214,14.0909,37.6206,156.732,15.6175
No,User_585,Chevy Bolt,Evening,91.7755,66.8231,2.98595,11.8963,22.6858,108.852,36.042
No,User_586,Hyundai Kona,Evening,50,47.1884,3.33013,5.34005,29.7936,156.464,5.10723
No,User_587,BMW i3,Morning,100,46.296,2.15386,10.6004,13.9049,89.6007,9.89321
No,User_588,Tesla Model 3,Evening,75,37.1085,2.93839,20.0803,20.3548,32.1769,15.6487
No,User_589,BMW i3,Morning,62,71.9751,1.05754,23.65,32.0207,103.916,21.5262
No,User_590,Tesla Model 3,Evening,85,42.6429,3.736,22.1284,31.0046,254.544,-4.04096
No,User_591,Tesla Model 3,Morning,50,45.134,2.01885,25.963,10.6764,193.907,2.87238
No,User_592,Tesla Model 3,Afternoon,85,23.9209,2.14581,25.7966,6.98498,11.9709,22.1702
No,User_593,Hyundai Kona,Afternoon,85,40.6309,2.74974,25.7672,9.16593,250.282,17.4146
No,User_594,Nissan Leaf,Evening,62,75.407,3.15449,17.7297,9.08187,93.7922,12.4571
No,User_595,BMW i3,Night,62,42.6429,3.31498,18.8658,31.5834,55.8645,10.7163
No,User_596,Hyundai Kona,Night,75,36.4903,0.704754,5.9493,23.3636,241.985,36.0486
No,User_597,Hyundai Kona,Afternoon,85,67.5601,2.81124,8.97055,37.6705,145.665,35.8189
No,User_598,Hyundai Kona,Evening,75,52.5747,3.26599,4.71158,12.3289,165.454,16.5446
No,User_599,Hyundai Kona,Evening,85,28.2799,2.69372,13.227,24.9637,190.684,12.3872
No,User_600,Hyundai Kona,Evening,62,28.8691,1.15392,32.83,46.0592,210.277,30.8972
No,User_601,Chevy Bolt,Night,85,13.117,3.53787,25.963,25.7995,213.723,32.055
No,User_602,BMW i3,Afternoon,50,21.4228,0.73488,9.18908,28.0729,74.3813,12.0439
No,User_603,Hyundai Kona,Evening,100,45.1178,3.9527,4.27374,7.07046,162.806,-3.85899
No,User_604,BMW i3,Afternoon,62,26.2922,1.77882,3.59333,33.6946,177.813,32.0606
No,User_605,Chevy Bolt,Afternoon,75,51.6368,0.783552,14.607,13.4797,277.733,31.3028
No,User_606,Chevy Bolt,Morning,85,44.8172,1.03586,12.5469,32.942,174.927,-6.15965
No,User_607,BMW i3,Night,50,19.362,2.53625,29.6262,35.2578,107.748,0.374659
No,User_608,Tesla Model 3,Afternoon,75,55.3958,2.25303,31.5541,12.8643,163.25,29.7163
No,User_609,Nissan Leaf,Morning,50,22.0164,1.26916,41.1963,35.9401,236.574,11.5444
No,User_610,Tesla Model 3,Night,75,67.3819,0.79921,2.63697,25.8152,233.883,5.89006
No,User_611,Tesla Model 3,Evening,75,68.2383,2.71044,8.9915,39.685,245.315,11.7122
No,User_612,Tesla Model 3,Evening,62,67.1333,1.23415,27.9567,32.6977,7.61989,8.08759
No,User_613,Hyundai Kona,Morning,75,42.9189,3.1654,13.1045,22.0716,129.403,6.36209
No,User_614,Chevy Bolt,Evening,50,42.6429,0.894529,15.335,22.6734,96.0301,28.423
No,User_615,Tesla Model 3,Morning,62,35.3273,1.47164,44.673,25.3625,128.321,29.2128
No,User_616,Chevy Bolt,Morning,62,74.5105,1.58922,7.99491,29.5967,298.3,36.3834
No,User_617,BMW i3,Evening,50,42.6429,1.00989,37.5724,17.3425,73.8077,35.3083
No,User_618,Nissan Leaf,Night,85,49.7387,2.01552,32.8684,19.585,272.185,7.81292
No,User_619,BMW i3,Morning,1.53654,23.5222,1.84437,42.3803,0.671347,162.189,13.6751
No,User_620,BMW i3,Night,100,44.9534,1.59238,34.04,26.3787,232.245,22.5945
No,User_621,Hyundai Kona,Night,121.212,66.7052,1.89522,6.51366,32.2852,166.624,32.8472
No,User_622,Nissan Leaf,Morning,62,44.0622,2.71433,12.6377,5.44925,10.8984,3.80217
No,User_623,BMW i3,Night,100,14.0255,2.27677,30.775,10.795,274.272,9.34435
No,User_624,BMW i3,Morning,85,21.7646,2.01001,20.3174,23.2098,204.083,20.6784
No,User_625,Nissan Leaf,Evening,50,16.5546,6.49401,36.749,30.0177,299.262,-1.63866
No,User_626,Nissan Leaf,Evening,65.2365,15.4741,0.787799,8.61336,15.0632,153.597,12.6027
No,User_627,BMW i3,Evening,50,43.5123,1.18122,26.1352,6.61968,141.168,21.0785
No,User_628,Nissan Leaf,Evening,75,38.5981,1.36942,26.563,45.0443,298.319,6.16119
No,User_629,BMW i3,Evening,62,45.0789,2.40091,25.963,6.55661,250.416,7.33504
No,User_630,BMW i3,Night,85,58.7731,2.74656,12.8023,22.0395,87.2502,4.70046
No,User_631,Hyundai Kona,Night,62,65.5394,1.96512,5.21068,32.8472,166.159,8.90453
No,User_632,Tesla Model 3,Night,62,79.214,2.60433,20.6138,22.4846,153.597,-1.20453
No,User_633,BMW i3,Afternoon,62,62.9194,1.11056,37.2435,38.967,268.547,21.5195
No,User_634,Chevy Bolt,Afternoon,35.0444,18.3997,2.06552,5.90419,28.0215,160.417,15.8335
No,User_635,Tesla Model 3,Morning,62,47.4923,3.4103,44.8722,6.1534,46.7722,-5.25364
No,User_636,Tesla Model 3,Afternoon,85,21.4714,3.11623,47.1898,26.8745,281.257,16.6026
No,User_637,Tesla Model 3,Evening,75,21.8679,3.38334,29.8841,40.4331,229.702,35.0119
No,User_638,Hyundai Kona,Evening,75,78.2376,2.78321,10.3271,10.5537,66.6369,30.1867
No,User_639,BMW i3,Evening,62,79.7504,3.43346,25.963,12.6749,187.459,29.3945
No,User_640,Hyundai Kona,Morning,85,66.8991,2.76949,39.3241,17.092,227.427,-4.07339
No,User_641,BMW i3,Morning,62,68.0693,1.32118,34.3982,29.4723,135.725,-4.99252
No,User_642,Hyundai Kona,Morning,50,40.0518,1.03974,26.328,36.0471,114.756,30.2854
No,User_643,Hyundai Kona,Morning,85,77.6778,2.87596,36.8838,31.1867,169.201,16.7194
No,User_644,Chevy Bolt,Night,62,38.3604,1.29698,38.3438,10.2255,281.025,5.50127
No,User_645,Hyundai Kona,Morning,75,6.33753,0.941406,4.31596,12.5479,170.921,26.7089
No,User_646,Nissan Leaf,Morning,100,6.97877,2.89186,35.7889,23.116,76.9516,27.3554
No,User_647,Chevy Bolt,Afternoon,62,30.5491,3.74699,31.2315,28.4557,121.462,29.5026
No,User_648,Hyundai Kona,Night,50,62.4204,2.50004,29.9083,8.07537,263.503,23.6672
No,User_649,Tesla Model 3,Evening,25.5734,34.7932,3.41292,11.9156,19.5875,153.597,33.3744
No,User_650,Nissan Leaf,Afternoon,41.6566,58.4579,1.02038,25.963,37.0335,73.7913,20.6928
No,User_651,Nissan Leaf,Morning,100,50.1627,3.62736,41.5662,14.2543,246.835,6.78388
No,User_652,Nissan Leaf,Evening,100,76.065,3.72437,5.49032,8.83272,233.273,10.6754
No,User_653,Chevy Bolt,Evening,75,51.2163,1.84505,18.2753,35.1398,54.8378,14.4613
No,User_654,Hyundai Kona,Evening,85,39.6771,3.94461,5.84715,23.8607,106.706,-1.35623
No,User_655,Hyundai Kona,Afternoon,50,68.269,1.53349,15.0606,8.01048,205.708,11.8724
No,User_656,Tesla Model 3,Night,62,30.55,2.83439,8.83157,38.4418,135.038,29.8142
No,User_657,Tesla Model 3,Night,75,44.7587,3.48977,19.4044,5.78282,293.207,3.85866
No,User_658,Nissan Leaf,Evening,75,59.1573,2.86684,19.1014,20.114,276.609,34.3275
No,User_659,Tesla Model 3,Morning,100,57.1456,2.56975,5.96244,13.6272,245.055,38.0201
No,User_660,Chevy Bolt,Night,75,42.6429,2.07337,38.6881,38.2995,39.0538,2.05515
No,User_661,Hyundai Kona,Night,75,23.8369,2.85365,12.3295,36.2359,192.323,29.0288
No,User_662,Nissan Leaf,Morning,47.6533,29.3496,2.5597,30.3239,13.5072,95.2684,36.6934
No,User_663,Tesla Model 3,Afternoon,85,47.0609,2.44555,10.414,31.5794,152.057,-7.16362
No,User_664,Chevy Bolt,Afternoon,75,27.1702,3.32094,23.8246,9.88729,163.129,4.16249
No,User_665,Chevy Bolt,Morning,50,48.9423,3.79162,31.1712,10.1637,112.73,31.5083
No,User_666,Tesla Model 3,Afternoon,50,19.1465,2.80415,35.4536,7.52394,153.054,24.1478
No,User_667,Hyundai Kona,Evening,75,58.1973,1.76205,6.50875,38.2963,221.21,19.9011
No,User_668,Tesla Model 3,Night,62,65.2009,2.95273,22.5726,9.01794,214.923,15.0326
No,User_669,Nissan Leaf,Afternoon,5.18953,51.1421,1.78095,21.118,34.7397,290.766,18.3876
No,User_670,Tesla Model 3,Evening,50,69.7159,3.7831,10.0631,37.1193,205.77,-4.47805
No,User_671,Chevy Bolt,Evening,85,41.9772,3.19645,49.3084,19.5628,260.486,8.21627
No,User_672,Tesla Model 3,Evening,50,69.4224,1.93737,9.88982,10.835,74.0437,37.2682
No,User_673,Hyundai Kona,Evening,50,78.9836,2.90407,37.4792,32.7573,222.762,9.56891
No,User_674,BMW i3,Evening,85,8.52793,2.92923,9.8121,17.8611,99.2324,39.93
No,User_675,Tesla Model 3,Morning,96.9892,54.86,1.7409,38.702,18.7916,225.635,-7.66842
No,User_676,Hyundai Kona,Night,105.555,48.5029,3.25696,43.6097,13.9841,94.942,23.8877
No,User_677,Hyundai Kona,Night,62,52.5326,0.750034,40.9904,17.6543,62.196,36.5206
No,User_678,Chevy Bolt,Morning,75,45.4712,2.95775,48.0115,7.38873,289.788,26.5044
No,User_679,Hyundai Kona,Morning,50,34.6803,1.49756,41.8103,36.0263,218.29,37.3459
No,User_680,Hyundai Kona,Evening,50,5.35631,3.00137,18.3174,13.6473,153.597,27.7754
No,User_681,Hyundai Kona,Afternoon,100,27.2822,0.999835,24.478,12.4523,130.788,-3.33989
No,User_682,Hyundai Kona,Night,75,11.5147,2.46081,3.8023,31.1868,234.879,-4.09336
No,User_683,Nissan Leaf,Afternoon,62,9.44817,1.4658,40.5157,17.5933,115.378,-4.80745
No,User_684,Nissan Leaf,Night,85,53.1045,1.8581,12.6205,40.3175,74.3814,14.1213
No,User_685,Chevy Bolt,Evening,75,28.7881,3.19183,33.3727,11.3436,125.829,1.30973
No,User_686,Tesla Model 3,Afternoon,75,51.2069,1.28811,9.97788,24.5772,178.115,12.3225
No,User_687,Hyundai Kona,Night,101.103,7.27544,2.6906,21.0603,34.654,66.8003,26.9537
No,User_688,Tesla Model 3,Night,83.1416,42.6429,3.13658,49.2339,38.3751,109.388,34.4147
No,User_689,Tesla Model 3,Evening,100,74.3497,2.22862,18.0345,31.4215,144.437,-8.05985
No,User_690,Chevy Bolt,Afternoon,50,79.9622,2.96778,9.80773,13.1499,278.476,4.75326
No,User_691,Hyundai Kona,Evening,100,57.2328,1.38964,30.9428,5.66399,36.0039,0.830583
No,User_692,Hyundai Kona,Afternoon,62,39.2231,3.06855,25.963,11.9506,252.932,36.2015
No,User_693,BMW i3,Afternoon,100,10.4201,1.22935,18.8997,8.94215,143.561,21.2931
No,User_694,Tesla Model 3,Night,85,47.1974,1.55127,23.43,9.98847,278.927,28.4199
No,User_695,Tesla Model 3,Morning,75,64.4508,3.99884,21.4718,31.6678,231.192,18.967
No,User_696,Nissan Leaf,Afternoon,85,37.8473,2.26254,2.82615,8.33098,173.233,24.3819
No,User_697,BMW i3,Afternoon,61.3814,42.6429,2.50294,41.1261,8.81894,200.388,38.2433
No,User_698,Nissan Leaf,Evening,62,79.2632,0.620163,27.6451,27.6066,108.955,17.1992
No,User_699,Nissan Leaf,Afternoon,100,38.6171,2.52874,43.0129,10.4013,283.14,34.3181
No,User_700,Nissan Leaf,Afternoon,62,24.4011,1.47802,31.1152,24.1346,32.0395,23.5903
No,User_701,Chevy Bolt,Afternoon,75,26.1798,3.80596,25.8578,26.5969,243.871,-5.3185
No,User_702,Chevy Bolt,Afternoon,75,42.6429,2.85436,45.4561,22.8537,151.867,31.5496
No,User_703,Nissan Leaf,Afternoon,62,28.6847,3.24657,16.4875,30.5223,248.022,2.87516
No,User_704,BMW i3,Morning,62,34.7267,2.95978,24.0216,25.4786,264.732,-5.82983
No,User_705,Tesla Model 3,Night,100,56.6576,0.613209,21.0698,12.8465,151.967,17.3677
No,User_706,BMW i3,Afternoon,50,5.5838,2.83393,35.8208,35.0091,125.259,16.5109
No,User_707,Hyundai Kona,Evening,85,9.66967,1.62157,37.5142,16.7168,145.133,-1.94507
No,User_708,Chevy Bolt,Evening,193.003,42.7448,1.18016,40.206,14.2557,119.488,-4.17267
No,User_709,Tesla Model 3,Afternoon,75,58.2819,2.28094,32.9765,31.953,205.395,26.1262
No,User_710,Tesla Model 3,Afternoon,50,47.8886,4.22831,26.4252,13.4261,235.895,36.4088
No,User_711,Hyundai Kona,Afternoon,62,10.5582,3.99095,17.2317,29.843,37.9944,32.2601
No,User_712,Hyundai Kona,Morning,62,12.1285,2.95431,9.58216,38.1212,81.6447,23.6194
No,User_713,Nissan Leaf,Night,75,45.9093,0.708739,26.3122,11.2345,194.251,28.4039
No,User_714,Chevy Bolt,Evening,75,8.11537,1.97815,25.963,26.8469,223.406,33.6912
No,User_715,Chevy Bolt,Morning,50,9.62314,3.94449,34.9389,29.8055,28.9583,15.4024
No,User_716,BMW i3,Morning,100,27.8542,1.86648,37.6886,37.9607,89.8145,-1.65554
No,User_717,Nissan Leaf,Afternoon,85,23.2226,0.656486,5.40672,30.8372,214.201,22.9102
No,User_718,Nissan Leaf,Night,50,21.3086,3.7353,28.0436,39.9253,198.734,-5.46533
No,User_719,Nissan Leaf,Afternoon,50,77.4575,3.01052,47.333,38.2566,273.698,-3.04204
No,User_720,Nissan Leaf,Evening,62,32.253,3.64963,71.621,35.4816,25.0576,-1.92554
No,User_721,Chevy Bolt,Night,50,17.9293,2.96454,35.1396,11.4833,219.141,-7.56848
No,User_722,Chevy Bolt,Afternoon,100,77.2958,0.684295,5.97166,8.43109,86.4569,-8.89237
No,User_723,Nissan Leaf,Evening,75,26.493,2.1172,7.14879,27.9687,261.411,19.679
No,User_724,BMW i3,Morning,50,55.3027,2.54457,37.3475,24.082,106.94,30.1884
No,User_725,Tesla Model 3,Evening,100,10.1923,2.19366,14.4354,29.616,298.969,-5.39233
No,User_726,Tesla Model 3,Evening,42.224,62.634,1.3061,37.5745,18.484,38.615,1.19542
No,User_727,BMW i3,Evening,7.71452,36.2294,1.88569,11.0931,31.0901,144.45,17.3968
No,User_728,Nissan Leaf,Night,62,12.3504,1.49956,44.0476,24.3093,153.597,15.0099
No,User_729,Chevy Bolt,Morning,75,28.2485,2.57355,26.6402,16.5221,149.004,16.6941
No,User_730,Tesla Model 3,Night,62,53.1899,1.90146,4.8756,36.9287,166.982,37.3951
No,User_731,Hyundai Kona,Morning,62,63.972,1.98151,41.3489,10.3401,90.7949,9.19251
No,User_732,Hyundai Kona,Afternoon,75,48.6636,1.75627,36.3237,15.3996,178.121,21.0124
No,User_733,BMW i3,Afternoon,75,51.1618,1.92457,14.8984,35.9128,258.29,31.5632
No,User_734,Nissan Leaf,Evening,75,68.2447,3.37557,49.3613,33.3604,276.393,14.8262
No,User_735,Tesla Model 3,Evening,62,70.3848,1.04662,20.6196,25.4371,302.852,-6.49718
No,User_736,Nissan Leaf,Night,75,56.5529,2.62104,4.3401,38.8466,12.0243,10.5116
No,User_737,Tesla Model 3,Morning,85,16.8278,2.73882,14.5113,11.5798,199.302,25.965
No,User_738,BMW i3,Morning,62,76.4683,3.68118,25.963,37.0584,270.495,38.6481
No,User_739,BMW i3,Morning,100,6.06516,3.59777,46.6235,16.178,92.4044,27.2921
No,User_740,Hyundai Kona,Evening,62,10.1377,1.58237,36.0778,26.5543,217.597,40.8167
No,User_741,Nissan Leaf,Evening,75,62.5376,3.11167,24.1879,21.6632,257.313,19.1498
No,User_742,Hyundai Kona,Morning,62,42.6429,2.36718,31.7147,18.0992,158.36,36.3944
No,User_743,Nissan Leaf,Evening,37.3297,16.4972,1.81136,9.55496,12.1892,225.255,31.7965
No,User_744,Hyundai Kona,Morning,94.2006,9.12783,0.993149,25.963,8.65839,191.148,6.72219
No,User_745,Chevy Bolt,Night,50,43.9999,3.55798,30.2447,24.3092,138.766,-6.94428
No,User_746,Chevy Bolt,Afternoon,62,41.7666,4.59269,21.8337,36.7044,14.5924,38.8127
No,User_747,Chevy Bolt,Morning,100,6.69533,2.1336,4.05023,34.4592,104.718,1.6253
No,User_748,Chevy Bolt,Evening,62,69.4392,3.65959,16.6134,12.6126,266.83,9.99423
No,User_749,Tesla Model 3,Night,75,38.7112,2.96756,14.5336,14.3618,260.488,-6.3594
No,User_750,Chevy Bolt,Evening,81.3684,57.9777,2.85908,6.49919,14.3382,114.883,7.63685
No,User_751,BMW i3,Evening,75,74.1075,2.22466,45.6974,14.758,177.209,3.2625
No,User_752,BMW i3,Evening,100,40.3191,1.74361,11.7679,15.1003,99.1873,0.534567
No,User_753,Tesla Model 3,Morning,50,47.1981,2.86138,44.3366,27.3852,86.6094,4.25187
No,User_754,Chevy Bolt,Night,100,22.5156,3.55556,35.1525,11.2199,80.1644,16.3364
No,User_755,Chevy Bolt,Morning,62,68.2609,2.41358,33.6448,17.0344,153.597,-9.54257
No,User_756,Chevy Bolt,Afternoon,50,73.506,1.83591,30.9314,31.849,246.288,2.31526
No,User_757,Hyundai Kona,Morning,75,73.8694,1.1968,26.087,5.64405,180.455,21.2946
No,User_758,Nissan Leaf,Afternoon,50,64.3771,2.31486,15.2566,8.8118,199.758,25.4074
No,User_759,Hyundai Kona,Night,50,12.0101,0.75296,47.9021,35.0917,133.446,23.9491
No,User_760,Nissan Leaf,Night,29.5943,36.2262,3.99243,27.1965,21.9327,34.0377,23.334
No,User_761,Chevy Bolt,Morning,100,28.847,3.29371,11.0276,10.4309,298.631,-0.464123
No,User_762,Chevy Bolt,Morning,85,76.5801,2.6781,41.1225,21.3169,233.212,14.0867
No,User_763,Hyundai Kona,Evening,50,74.1342,2.18637,47.8169,11.3492,151.066,18.2376
No,User_764,Hyundai Kona,Afternoon,100,73.8092,2.36987,10.5759,5.30774,126.396,25.0449
No,User_765,Nissan Leaf,Evening,50,35.0267,1.73952,22.028,28.8083,208.481,-8.71218
No,User_766,BMW i3,Evening,62,42.6429,2.20298,10.6046,15.1085,172.642,39.3725
No,User_767,Nissan Leaf,Night,85,35.8995,1.77245,12.5119,20.2463,150.277,15.0558
No,User_768,Hyundai Kona,Morning,62,48.3302,2.15415,14.8126,15.3037,229.183,18.0325
No,User_769,Hyundai Kona,Night,75,53.7149,1.69237,23.727,30.1437,153.597,-6.36933
No,User_770,Tesla Model 3,Morning,75,15.5584,0.755443,44.4507,28.8365,243.828,25.9002
No,User_771,Hyundai Kona,Night,50,40.7367,2.53453,9.86676,36.5745,119.097,13.5469
No,User_772,Tesla Model 3,Night,62,11.5798,3.6161,9.63403,5.77775,157.612,36.0382
No,User_773,BMW i3,Night,75,39.6767,6.75915,43.1204,15.2985,14.5909,-8.63001
No,User_774,Nissan Leaf,Afternoon,100,5.75534,1.58866,10.8797,25.172,18.711,11.1143
No,User_775,Nissan Leaf,Night,50,54.4866,1.60955,25.963,11.3008,71.1326,4.67051
No,User_776,Tesla Model 3,Afternoon,62,20.5187,3.64658,27.1735,13.372,286.44,22.4797
No,User_777,Nissan Leaf,Night,62,13.588,3.51707,40.8117,37.8979,103.521,4.53362
No,User_778,Hyundai Kona,Morning,50,19.9764,2.28734,35.9004,22.6422,299.464,14.4342
No,User_779,Chevy Bolt,Afternoon,50,73.3714,3.02263,45.508,11.8681,180.452,7.72342
No,User_780,Tesla Model 3,Morning,75,75.6226,3.73885,37.1756,17.798,75.6532,6.2112
No,User_781,Nissan Leaf,Morning,64.7707,15.5678,1.22202,49.6391,18.5497,31.5965,35.6978
No,User_782,Tesla Model 3,Morning,50,36.6316,0.974394,17.4986,31.1631,59.0966,-1.75957
No,User_783,Tesla Model 3,Afternoon,50,6.30729,2.79883,21.8519,23.8793,179.093,10.3566
No,User_784,Chevy Bolt,Evening,50,52.1835,2.8802,37.9125,12.9952,259.569,-2.664
No,User_785,Hyundai Kona,Afternoon,75,42.6429,1.77455,29.8376,36.8859,38.0225,5.45917
No,User_786,Tesla Model 3,Evening,61.4609,17.2187,0.957521,47.7461,15.176,20.4947,20.0188
No,User_787,Nissan Leaf,Afternoon,50,48.146,2.86736,15.5217,31.8391,33.0871,32.2274
No,User_788,BMW i3,Night,62,25.1212,1.01051,32.0937,14.4408,272.287,-6.05289
No,User_789,Tesla Model 3,Evening,85,67.9028,0.835319,41.067,25.5701,120.368,25.5852
No,User_790,Tesla Model 3,Night,85,43.2545,3.21076,19.278,13.3747,156.196,27.8176
No,User_791,Chevy Bolt,Evening,62,62.6155,1.81505,19.7946,16.7877,209.627,21.4536
No,User_792,Hyundai Kona,Afternoon,85,43.8259,3.12813,41.8375,58.7467,29.9444,33.5469
No,User_793,BMW i3,Afternoon,100,31.187,1.86044,11.5817,17.2637,18.8458,28.3335
No,User_794,Nissan Leaf,Evening,75,74.8264,1.39858,43.1333,26.2187,238.744,30.956
No,User_795,BMW i3,Night,85,42.6429,1.68338,9.43351,22.9475,0.862361,25.3627
No,User_796,Nissan Leaf,Morning,75,78.8952,1.2259,30.7493,7.26029,73.6139,16.5209
No,User_797,Hyundai Kona,Evening,62,10.2419,1.39475,29.2162,34.6533,295.915,18.1539
No,User_798,Nissan Leaf,Evening,85,5.14489,1.99662,9.23095,21.4895,66.521,8.6407
No,User_799,Chevy Bolt,Night,50,59.9228,3.75322,30.4294,14.1177,239.158,7.17732
No,User_800,Chevy Bolt,Morning,62,8.35302,3.43048,34.7197,35.6606,42.5513,2.81919
No,User_801,Chevy Bolt,Evening,58.3698,40.7628,0.938437,41.3329,24.9145,196.514,35.5495
No,User_802,Chevy Bolt,Morning,85,18.8906,1.41878,17.0054,28.2428,73.2568,32.9504
No,User_803,BMW i3,Morning,50,42.7982,2.34271,33.7888,12.7766,17.7601,12.9183
No,User_804,Hyundai Kona,Afternoon,62,12.8144,2.58854,27.382,29.6354,251.171,22.6142
No,User_805,Nissan Leaf,Night,75,8.91842,1.55694,16.242,8.64002,15.2134,9.11397
No,User_806,Nissan Leaf,Evening,62,0.121143,1.45564,45.5816,37.7106,66.364,30.1879
No,User_807,Chevy Bolt,Evening,62,10.9114,1.98454,20.9925,15.1352,256.597,31.6328
No,User_808,Chevy Bolt,Morning,75,7.85887,3.36113,4.83037,36.5119,284.654,23.6955
No,User_809,Tesla Model 3,Evening,75,70.1714,3.82795,12.9625,13.921,155.725,1.49611
No,User_810,Hyundai Kona,Morning,62,15.1874,2.7346,13.08,26.1531,252.851,36.9999
No,User_811,BMW i3,Evening,85,77.8613,0.706537,30.1442,37.1304,20.6557,0.786534
No,User_812,Nissan Leaf,Night,62,37.1893,1.22884,3.85669,17.7742,269.148,19.8566
No,User_813,Tesla Model 3,Evening,62,25.7119,2.30933,32.6209,29.4512,190.282,8.00517
No,User_814,Tesla Model 3,Morning,50,9.08625,2.01006,14.0887,16.9451,278.428,-8.9836
No,User_815,Nissan Leaf,Morning,75,27.0047,3.44149,46.4114,38.5271,298.87,8.77404
No,User_816,BMW i3,Evening,50,6.66175,4.11006,10.8901,30.8977,153.597,20.5155
No,User_817,Tesla Model 3,Evening,100,53.6484,3.40854,47.2904,14.665,292.872,12.0256
No,User_818,Tesla Model 3,Morning,85,40.6562,3.37778,49.9207,38.4475,189.597,8.45375
No,User_819,Hyundai Kona,Afternoon,100,71.1625,1.20261,44.7449,23.7013,287.064,3.70687
No,User_820,BMW i3,Afternoon,85,16.1111,1.06103,22.4567,25.7994,75.4988,-7.66375
No,User_821,Tesla Model 3,Evening,47.5958,58.9106,2.2833,23.3796,9.74999,138.883,-8.60311
No,User_822,BMW i3,Night,100,8.75167,3.13554,11.5954,5.04321,49.682,4.85431
No,User_823,Nissan Leaf,Evening,100,31.8881,1.38857,39.8372,21.1492,124.721,15.8482
No,User_824,Chevy Bolt,Night,50,64.0438,0.530419,46.3517,38.265,200.643,29.8761
No,User_825,Tesla Model 3,Evening,100,56.0453,2.49211,19.0102,13.4664,153.597,12.4368
No,User_826,Hyundai Kona,Morning,62,10.3179,2.34632,18.5716,25.0859,87.1408,33.2655
No,User_827,Nissan Leaf,Evening,100,72.7985,3.67536,15.4421,19.0612,172.531,24.1821
No,User_828,BMW i3,Night,85,67.8876,1.94534,30.1267,9.41022,249.543,16.0055
No,User_829,Nissan Leaf,Night,75,41.2484,2.82761,32.9508,34.5612,154.346,3.22173
No,User_830,Tesla Model 3,Evening,100,35.0241,0.918672,32.0928,8.51503,120.732,14.6198
No,User_831,BMW i3,Evening,100,54.9132,2.04046,7.60037,32.218,57.9546,2.7655
